124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
124,124,48,49,103,61,150,146,146,146,146,146,146,110,61,146,48,49,124,124
124,124,67,103,122,120,120,120,120,120,120,120,120,120,120,120,146,67,124,124
124,124,86,122,120,120,120,120,120,120,120,120,120,120,120,120,120,86,124,124
124,124,122,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,124,124
124,124,122,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,124,124
124,124,122,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,124,124
124,124,122,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,124,124
124,124,122,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,124,124
124,124,67,120,120,120,120,120,120,120,120,120,120,120,120,120,120,67,124,124
124,124,48,49,120,120,120,120,120,120,120,120,120,120,120,120,48,49,124,124
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
40,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,40
59,146,146,146,146,146,148,148,148,146,146,146,146,146,146,148,146,146,146,59
